pred_person,true_person,pred_rank,true_rank,pred_title_or_role,true_title_or_role,pred_organization,true_organization,line_number,source_uuid,link_to_ann
Abba Djidoum,,[],[],[],[],[],[],6,35ea21a5-cefc-4878-87e8-4cdb0cf2779e,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/35ea21a5-cefc-4878-87e8-4cdb0cf2779e.txt
Kasimu Abdulkarim,Kasimu Abdulkarim,['Maj.-Gen'],['Maj.-Gen'],['General Officer Commanding'],['General Officer Commanding'],[],[],3,4da481e7-b4f8-4118-9fd1-517ed10ca755,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/4da481e7-b4f8-4118-9fd1-517ed10ca755.txt
Abdulkarim,,[],[],[],[],[],[],4,4da481e7-b4f8-4118-9fd1-517ed10ca755,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/4da481e7-b4f8-4118-9fd1-517ed10ca755.txt
Abdulkarim,,[],[],[],[],[],[],9,4da481e7-b4f8-4118-9fd1-517ed10ca755,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/4da481e7-b4f8-4118-9fd1-517ed10ca755.txt
Adeniyi Oyebade,Adeniyi Oyebade,[],['Major-General'],['General Officer Commanding'],['General Officer Commanding'],"['1 Division', 'Nigeria Army']",['1 Division'],2,d76f4d12-8c45-4724-9912-9f698b2929dc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d76f4d12-8c45-4724-9912-9f698b2929dc.txt
\`Sharan Daji’,,[],[],[],[],[],[],4,d76f4d12-8c45-4724-9912-9f698b2929dc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d76f4d12-8c45-4724-9912-9f698b2929dc.txt
Katsina/Kano States,,[],[],[],[],[],[],9,d76f4d12-8c45-4724-9912-9f698b2929dc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d76f4d12-8c45-4724-9912-9f698b2929dc.txt
Muhammadu Buhari.”dG,,[],[],[],[],[],[],13,d76f4d12-8c45-4724-9912-9f698b2929dc,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d76f4d12-8c45-4724-9912-9f698b2929dc.txt
TY Buratai,TY Buratai,['Lt Gen'],['Lt Gen'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],2,550e0f4b-80a6-4c5a-8574-20857d90b8c1,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/550e0f4b-80a6-4c5a-8574-20857d90b8c1.txt
I Attahiru,I Attahiru,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],['82 Division'],['82 Division'],2,550e0f4b-80a6-4c5a-8574-20857d90b8c1,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/550e0f4b-80a6-4c5a-8574-20857d90b8c1.txt
Buratai,Buratai,['General'],['General'],[],[],['Nigerian Army'],[],2,550e0f4b-80a6-4c5a-8574-20857d90b8c1,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/550e0f4b-80a6-4c5a-8574-20857d90b8c1.txt
Buratai,Buratai,['General'],['General'],[],[],[],[],3,550e0f4b-80a6-4c5a-8574-20857d90b8c1,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/550e0f4b-80a6-4c5a-8574-20857d90b8c1.txt
Tukur Yusuf Buratai,Tukur Yusuf Buratai,['Lieutenant General'],['Lieutenant General'],['Chief of Army Staff'],['Chief of Army Staff'],"['82 Division', '302 Artillery Regiment', 'HQ 82 Div', '34 Artillery Brigade']",[],4,550e0f4b-80a6-4c5a-8574-20857d90b8c1,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/550e0f4b-80a6-4c5a-8574-20857d90b8c1.txt
Adeniyi Oyebade,Adeniyi Oyebade,['Major Gen'],['Major Gen.'],['General Officer Commanding'],['General Officer Commanding'],['1 Division'],['1 Division'],2,259b700f-fd2c-422c-85e0-e5011a25c06a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/259b700f-fd2c-422c-85e0-e5011a25c06a.txt
'Sharan Daji',,[],[],[],[],[],[],4,259b700f-fd2c-422c-85e0-e5011a25c06a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/259b700f-fd2c-422c-85e0-e5011a25c06a.txt
Katsina/Kano States,,[],[],[],[],[],[],9,259b700f-fd2c-422c-85e0-e5011a25c06a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/259b700f-fd2c-422c-85e0-e5011a25c06a.txt
"Muhammadu Buhari.""",,[],[],[],[],[],[],13,259b700f-fd2c-422c-85e0-e5011a25c06a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/259b700f-fd2c-422c-85e0-e5011a25c06a.txt
Jibrin,Jibrin,['Major General'],['Major General'],[],['Chief of Army Standards and Evaluation'],[],['Defence Headquarters'],2,ef0096ed-e1db-4c3e-b8a3-259c9bec5063,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ef0096ed-e1db-4c3e-b8a3-259c9bec5063.txt
Jibrin,Jibrin,['Major General'],['Major General'],[],['GOC'],[],['2 Div'],5,ef0096ed-e1db-4c3e-b8a3-259c9bec5063,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ef0096ed-e1db-4c3e-b8a3-259c9bec5063.txt
Emmanuel Abejirin,Emmanuel Abejirin,['Major General'],['Major General'],['GOC'],['GOC'],['2 Div'],['2 Div'],5,ef0096ed-e1db-4c3e-b8a3-259c9bec5063,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/ef0096ed-e1db-4c3e-b8a3-259c9bec5063.txt
Sani Kukasheka Usman,Sani Kukasheka Usman,['Brig. Gen'],['Brig. Gen'],['Army Spokesman'],['Army Spokesman'],[],[],3,6a860be0-0a84-42d9-993b-cff99ea0e65e,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6a860be0-0a84-42d9-993b-cff99ea0e65e.txt
Stevenson Olabanji,Stevenson Olabanji,['Brig-Gen'],['Brig-Gen.'],['Acting General Officer Commanding'],['Acting General Officer Commanding'],['8 Task Force Division'],['8 Task Force Division'],6,6a860be0-0a84-42d9-993b-cff99ea0e65e,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6a860be0-0a84-42d9-993b-cff99ea0e65e.txt
Usman Abdul,Usman Abdul,['Col'],['Col.'],['General Officer Commanding'],[],[],[],3,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Joseph Shoboiki,Joseph Shoboiki,['Maj.-Gen'],['Maj.-Gen.'],['Director of Policy (D Pol.)'],"['General Officer Commanding', 'Director of Policy']","['1 Division', 'Defence Headquarters']","['1 Division', 'Defence Headquarters']",3,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Garba Ayodele Wahab,Garba Ayodele Wahab,['Maj.-Gen'],['Maj.-Gen.'],"['Director of Training', 'GOC']",['Director of Training'],"['Army Headquarters', '1 Division']",['Army Headquarters'],3,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
J. O. Nwaogbo,J. O. Nwaogbo,['Maj.-Gen'],['Maj.-Gen.'],[],['GOC'],[],['3 Division'],4,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Sunday. O. Idoko,Sunday. O. Idoko,['Maj.-Gen'],['Maj.-Gen.'],[],['Chief of Logistics'],[],"['82 Division', 'Army Headquarters']",4,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
O. O. Oshinowo,O. O. Oshinowo,['Maj-Gen'],['Maj-Gen.'],"['GOC', 'Chief of Logistics', 'GOC']",['GOC'],"['3 Division', '82 Division', 'Army Headquarters', 'Special Task Force', '82 Division']","['Special Task Force', '82 Division']",4,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Emmanuel Etim Bassey,Emmanuel Etim Bassey,['Maj-Gen'],['Maj-Gen.'],['Commander'],"['Commander', 'Chief of Administration']","['Nigerian Army Corps of Artillery (NACA)', 'Army Headquarters']","['Nigerian Army Corps of Artillery', 'Army Headquarters']",5,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
M. B. Ibrahim,M. B. Ibrahim,['Maj-Gen'],['Maj-Gen.'],['Chief of Administration'],[],"['Defence Headquarters', 'Special Task Force']","['Defence Headquarters', 'Special Task Force']",5,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
A. T. Jibrin,A. T. Jibrin,['Maj-Gen'],['Maj-Gen.'],['Director of Military Intelligence'],['Director of Military Intelligence'],[],[],6,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
U. Buzugbe,U. Buzugbe,['Maj.-Gen'],['Maj.-Gen.'],['Military Secretary (Army)'],['Military Secretary (Army)'],[],[],6,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Raphael Ishaku Isa,Raphael Ishaku Isa,['Maj.-Gen'],['Maj.-Gen.'],"['Director of Army Public Relations', 'Provost Marshal']","['Director of Army Public Relations', 'Provost Marshal']",['Nigerian Army'],['Nigerian Army'],7,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
J. S. Zaruwa,J. S. Zaruwa,['Maj-Gen'],['Maj-Gen.'],['Commander'],['Commander'],['Nigerian Army Peace Keeping Centre'],['Nigerian Army Peace Keeping Centre'],7,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
A. S. Agha-Okoro,A. S. Agha-Okoro,['Maj.-Gen'],['Maj.-Gen.'],"['Director, Legal Services']","['Director, Legal Services']","['Department of Army Training and Operations', 'Army Headquarters']",['Department of Army Training and Operations'],8,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Ilouga; Commander;,Ilouga,['Brig-Gen'],['Brig-Gen.'],[],['Commander'],"['31 Brigade', '21 Brigade']",['31 Brigade'],9,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
R. O. Bamigboye,R. O. Bamigboye,"['Brig-Gen', 'Brig-Gen']",['Brig-Gen.'],"['Commander', 'I. I. Abbah; Commander', 'Chief of Staff']",['Chief of Staff'],"['3 Brigade', '81 Division']",['81 Division'],9,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
,I. I. Abbah,[],['Brig-Gen.'],[],['Commander'],[],['3 Brigade'],9,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
C. O. Okoro,C. O. Okoro,['Brig-Gen'],['Brig-Gen.'],['Sector Commander/Nigerian Contingent Commander'],"['Sector Commander', 'Nigerian Contingent Commander']",['United Nations Mission in Liberia'],['United Nations Mission in Liberia'],10,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
M. A. Koleoso,M. A. Koleoso,['Brig-Gen'],['Brig-Gen.'],['Sector Commander/Nigerian Contingent Commander'],"['Sector Commander', 'Nigerian Contingent Commander']",['United Nations Mission in Dafur (UNAMID)'],[],10,6d8d6c4d-317e-4f9f-bbf0-35e190c15374,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6d8d6c4d-317e-4f9f-bbf0-35e190c15374.txt
Chris Nehikhare,,[],[],[],[],[],[],4,e20c003f-b64d-4196-87fe-18edbe3c2259,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e20c003f-b64d-4196-87fe-18edbe3c2259.txt
Dan Orbih,,['Chief'],[],[],[],[],[],5,e20c003f-b64d-4196-87fe-18edbe3c2259,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e20c003f-b64d-4196-87fe-18edbe3c2259.txt
Adams Oshiomhole,,[],[],[],[],[],[],6,e20c003f-b64d-4196-87fe-18edbe3c2259,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e20c003f-b64d-4196-87fe-18edbe3c2259.txt
Channels Television,,[],[],[],[],[],[],10,e20c003f-b64d-4196-87fe-18edbe3c2259,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e20c003f-b64d-4196-87fe-18edbe3c2259.txt
Sanusi Muazu,Sanusi Muazu,['Major-General'],['Major-General'],['General Officer Commanding'],['General Officer Commanding'],['2 Division'],['2 Division'],11,e20c003f-b64d-4196-87fe-18edbe3c2259,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e20c003f-b64d-4196-87fe-18edbe3c2259.txt
Tukur Buratai,Tukur Buratai,['Lt.-Gen'],['Lt.-Gen.'],['Chief of Army'],['Chief of Army'],[],[],2,850e420d-1511-4d0a-82fc-a717d59924ae,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/850e420d-1511-4d0a-82fc-a717d59924ae.txt
Tukur Buratai,Tukur Buratai,['Lieutenant General'],['Lieutenant General'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],3,850e420d-1511-4d0a-82fc-a717d59924ae,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/850e420d-1511-4d0a-82fc-a717d59924ae.txt
Azubuike Ihejirika,Azubuike Ihejirika,['Lt.-Gen'],['Lt.-Gen.'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],3,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
E.B Awala,"E.B Awala,","['Military.Secretary, Maj.-Gen']",['Maj.-Gen'],['Chief of Training and Operations'],"['Military.Secretary', 'Chief of Training and Operations']",['Defence Headquarters;'],['Defence Headquarters'],4,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
F.M Airende,F.M Airende,['Maj.-Gen'],['Maj.-Gen'],"['Director, Training and Evaluations']","['Director, Training and Evaluations']",['DHQ'],['DHQ'],4,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
K.C Osuji,K.C Osuji,['Maj.-Gen'],['Maj.-Gen.'],['General Officer Commanding'],['General Officer Commanding'],"['DHQ', '1 Division', 'Nigerian Army']","['DHQ', '1 Division']",4,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
,Nigerian Army,[],[],[],[],[],[],4,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
J. Nwaoga,J. Nwaoga,['Maj.-Gen'],['Maj.-Gen.'],"['Director of Policy, DHQ;']",['Director of Policy'],[],['DHQ'],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
A. Chukwu,A. Chukwu,"['Maj.-Gen', 'Maj.-Gen']",['Maj.-Gen.'],['Chief of Civil Military Affairs;'],['Chief of Civil Military Affairs'],[],[],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
J.A.H Ewanshia,J.A.H Ewanshia,[],['Maj.-Gen.'],['Chief of Training and Operation'],['Chief of Training and Operation'],[],['Nigerian Army Headquarters'],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
M.D Abubakar,M.D Abubakar,"['Maj', 'Maj.-Gen']",['Maj.'],['Commander'],['Commander'],"['Nigerian Army Headquarters;', 'Infantry Corp and Centre']",['Infantry Corp and Centre'],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
J.S Zaruwa,J.S Zaruwa,[],['Maj.-Gen.'],['GOC'],['GOC'],[],['3 Division'],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
R.I.D Isa,R.I.D Isa,['Maj.-Gen'],['Maj.-Gen.'],"['Coordinator, Peacekeeping Operations']","['Coordinator, Peacekeeping Operations']","['3 Division', 'Ministry of Defence']",['Ministry of Defence'],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
T.I Dibi,T.I Dibi,['Maj'],['Maj.'],['GOC'],['GOC'],['81 Div. Lagos'],['81 Div.'],5,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
E.F. Abejirin,E.F. Abejirin,"['Maj.-Gen', 'Maj.-Gen']",['Maj.-Gen.'],"['GOC', 'Commandant']",['GOC'],['2 Div. Ibadan;'],['2 Div'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
S.N Muazu,S.N Muazu,[],['Maj.-Gen.'],[],['Commandant'],[],['Nigerian Army Peace Keeping Centre'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
E. Atewe,E. Atewe,[],['Maj.-Gen'],['Commander'],['Commander'],['JTF Operation Pulo Shield;'],['TF Operation Pulo Shield'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
O.A Umahi,O.A Umahi,[],['Maj.-Gen.'],"['Director, Administration', 'Director of Plans']","['Director, Administration']",['Nigerian Army Peace Keeping Centre'],['DHQ'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
T.C Ude,T.C Ude,['Maj'],['Maj.-Gen.'],[],['Director of Plans'],"['Army Headquarters;', 'Guards Brigade']",['Army Headquarters'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
OE Ekanem,OE Ekanem,"['Maj.-Gen', 'Maj.-Gen', 'Maj.-Gen', 'Brig.-Gen']",['Maj.'],"['Director of Policy', 'A.B. Omozoje, Commander']",['Director of Policy'],['Nigerian Army Headquarters;'],['Nigerian Army Headquarters'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
,A.B. Omozoje,[],['Brig.-Gen.'],[],['Commander'],[],['Guards Brigade'],6,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
Olajide Laleye,Olajide Laleye,['Brig.-Gen'],['Brig.-Gen.'],"['Director, Army Public Relations']","['Director, Army Public Relations']",[],[],7,90050408-1e9c-4d11-ab4b-e978bb4aab6a,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/90050408-1e9c-4d11-ab4b-e978bb4aab6a.txt
Sagir Musa,Sagir Musa,['Col'],['Col.'],"['Deputy Director, Public Relations']","['Deputy Director, Public Relations']",['82 Division'],['82 Division'],2,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Adamu Baba Abubakar,Adamu Baba Abubakar,['Major General'],['Major General'],[],['General Officer Commanding'],['82 Division'],['82 Division'],2,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Yusufu Buratai,Yusufu Buratai,['Lieutenant General'],['Lieutenant General'],"['General Officer Commanding', 'Chief of Army Staff']",['Chief of Army Staff'],[],[],2,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Titus Lamorde,,['Mr'],[],[],[],[],[],6,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Hafiz Mohammed,,[],[],[],[],[],[],6,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Bernard Odoh,,[],[],[],[],[],[],7,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Emmanuel Bassey,,[],[],[],[],[],[],7,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Sylvania Nwankwegu;,,[],[],[],[],[],[],8,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Ngiji Ngele,,['Senator'],[],[],[],[],[],8,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Mathew Uguru,,[],[],[],[],[],[],8,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Earnest Henriek,,"['Hon', 'Hon']",[],['Chief Jeremia Oketah'],[],[],[],8,47392e3d-3c5f-4610-b2ec-173a0c29cce8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47392e3d-3c5f-4610-b2ec-173a0c29cce8.txt
Sani Usman,Sani Usman,['Col'],['Col.'],['spokesman'],"['spokesman', 'spokesman']",['Nigeria Army'],[],3,b533adfe-ec48-4fc7-8491-d4e890188506,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b533adfe-ec48-4fc7-8491-d4e890188506.txt
Mallam Gana,,[],[],[],[],[],[],5,b533adfe-ec48-4fc7-8491-d4e890188506,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b533adfe-ec48-4fc7-8491-d4e890188506.txt
Yusuf Tukur Buratai,"Yusuf Tukur Buratai,",['Lt. Gen'],['Lt. Gen.'],['Chief of Army Staff'],['Chief of Army Staff'],['3 Armoured Division'],[],9,b533adfe-ec48-4fc7-8491-d4e890188506,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b533adfe-ec48-4fc7-8491-d4e890188506.txt
Buratai,Buratai,['General'],['General'],[],[],[],[],10,b533adfe-ec48-4fc7-8491-d4e890188506,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b533adfe-ec48-4fc7-8491-d4e890188506.txt
Ayodele Famuyiwa,"Ayodele Famuyiwa,",['Captain'],['Group Captain'],[],[],"['NAF, Group']",[],13,b533adfe-ec48-4fc7-8491-d4e890188506,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/b533adfe-ec48-4fc7-8491-d4e890188506.txt
Major General Kwaskebe,Kwaskebe,['Major General'],['Major General'],"['Lawrence Ngubane, Commander', 'Co-ordinator']",['Commander'],"['Training and Doctrine Command', 'Nigerian Army School of Artillery', 'in-charge of AFISMA']",['Nigerian Army School of Artillery'],3,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
Ugwu,Ugwu,['Major General'],['Major General'],[],[],[],['AFISMA'],3,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
